FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
90148							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1000 milli-gravities	Continuous
90149							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1100 milli-gravities	Continuous
90150							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1200 milli-gravities	Continuous
90151							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1300 milli-gravities	Continuous
90152							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1400 milli-gravities	Continuous
90153							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1500 milli-gravities	Continuous
90154							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1600 milli-gravities	Continuous
90155							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1700 milli-gravities	Continuous
90156							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1800 milli-gravities	Continuous
90157							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1900 milli-gravities	Continuous
90158							Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 2000 milli-gravities	Continuous
90159		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Error tolerance before calibration	Continuous
90160		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Error tolerance after calibration	Continuous
90161		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x offset	Continuous
90162		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y offset	Continuous
90163		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z offset	Continuous
90164		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x slope	Continuous
90165		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y slope	Continuous
90166		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z slope	Continuous
90167		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - x temp	Continuous
90168		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - y temp	Continuous
90169		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - z temp	Continuous
90170		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration coefficients - mean temperature	Continuous
90171		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - number of static points	Integer
90172		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum x stationary value	Continuous
90173		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum x stationary value	Continuous
90174		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum y stationary value	Continuous
90175		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum y stationary value	Continuous
90176		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - minimum z stationary value	Continuous
90177		YES-META					Additional exposures > Physical activity measurement > Accelerometer calibration	1012	Calibration - maximum z stationary value	Continuous
90179		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Device ID	Integer
90180		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Interrupted recording periods	Integer
90181		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Duration of interrupted recording periods	Continuous
90182		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Data recording errors	Integer
90183		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Readings exceeding +/-8 gravities before calibration	Integer
90184		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch	Integer
90185		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Readings exceeding +/-8 gravities after calibration	Integer
90186		YES-META					Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch	Integer
90187							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Total data readings	Integer
90188							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate average	Continuous
90189							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate standard deviation	Continuous
90190							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate minimum	Continuous
90191							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Sample rate maximum	Continuous
90192							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature average	Continuous
90193							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature standard deviation	Continuous
90194							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature minimum	Continuous
90195							Additional exposures > Physical activity measurement > Raw accelerometer statistics	1013	Temperature maximum	Continuous
100001							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Food weight	Continuous
100002							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Energy	Continuous
100003							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Protein	Continuous
100004							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Fat	Continuous
100005							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Carbohydrate	Continuous
100006							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Saturated fat	Continuous
100007							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Polyunsaturated fat	Continuous
100008							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Total sugars	Continuous
100009							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Englyst dietary fibre	Continuous
100010						100014	Online follow-up > Diet by 24-hour recall > Typical diet yesterday	100097	Portion size	Categorical single
100011							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Iron	Continuous
100012							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Vitamin B6	Continuous
100013							Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday	100098	Vitamin B12	Continuous
