coding	meaning
1140888134	eczederm+hydrocortisone cream
1140888142	metosyn 0.05% cream
1140888150	ultradil cream
1140888166	ultralanum cream
1140888168	medrone lotion
1140888172	mometasone
1140888176	mometasone furoate 0.1% ointment
1140888178	haelan 0.0125% cream
1140888184	mometasone furoate 0.1% lotion
1140888194	barquinol-hc cream
1140888204	dalteparin
1140888206	tinzaparin
1140888266	warfarin
1140888346	alpha tocopheryl product
1140888350	menadiol
1140888358	inositol product
1140888362	pyridoxine preparation
1140888366	thiamine preparation
1140888376	sodium chloride eye drops
1140888386	iron product
1140888390	ferrous salt product
1140888424	hydroxyapatite
1140888432	potassium product
1140888438	glucose product
1140888450	glykola elixir
1140888452	dextrolyte
1140888456	dioralyte product
1140888460	electrolade product
1140888462	gluco-lyte
1140888464	rapolyte product
1140888466	rehidrat product
1140888470	mexiletine
1140888474	moracizine
1140888478	procainamide
1140888482	propafenone
1140888486	tocainide
1140888496	torasemide
1140888502	amiodarone
1140888510	verapamil
1140888512	amiloride
1140888536	guanethidine
1140888538	zinc product
1140888548	guanethidine eye drops
1140888552	enalapril
1140888556	fosinopril
1140888560	perindopril
1140888570	flecainide
1140888578	antihypertensive
1140888582	bethanidine
1140888586	debrisoquine
1140888590	colestipol
1140888594	fluvastatin
1140888596	preparation h ointment
1140888624	diloxanide+metronidazole
1140888628	hydrocortistab 1% cream
1140888630	hydrocortisyl 1% cream
1140888636	interferon alfa-2b
1140888638	interferon alfa-2a
1140888640	interferon-a-n1
1140888644	emollient product
1140888646	felodipine
1140888648	pravastatin
1140888654	co-dergocrine
1140888656	ergot alkaloid product
1140888658	ergotamine
1140888660	ergometrine
1140888662	methysergide
1140888666	nitrate vasodilator
1140888672	inositol nicotinate
1140888674	isoxsuprine
1140888676	naftidrofuryl
1140888678	nicotinyl alcohol
1140888684	diazoxide
1140888686	hydralazine
1140888688	betahistine
1140888698	dimethicone
1140888706	omnopon paediatric 7.84mg/1ml injection
1140888714	optimax 500mg tablet
1140888718	crystapen v 125mg/5ml syrup
1140888720	crystapen 250mg/5ml syrup
1140888752	rapifen 500micrograms/5ml injection
1140888754	rapifen concentrate 5mg/1ml injection
1140888756	rapifen concentrate 1.5mg/15ml injection
1140888758	penicillin v
1140888760	isdn - isosorbide dinitrate
1140888762	ismn - isosorbide mononitrate
1140888766	nacl - sodium chloride
1140888768	bicarbonate of soda
1140888770	epinephrine
1140888772	acetaminophen
1140888780	lypressin
1140888784	syntopressin 250iu/5ml nasal spray
1140888790	rescufolin 15mg tablet
1140888818	mestinon 60mg tablet
1140888836	heroin
1140888872	larafen cr 200mg m/r capsule
1140888874	salivace sugar free spray
1140888906	steri-neb ipratropium 250micrograms/1ml nebulisation unit
1140888912	ferrocontin continus 454mg m/r tablet
1140888918	neo-bendromax 2.5mg tablet
1140888922	nindaxa 2.5mg tablet
1140888928	didanosine
1140888934	videx 25mg tablet
1140888936	videx 100mg tablet
1140902636	orahesive s106 powder 25g
1140905602	desmotabs 200micrograms tablet
1140905606	terfex 60mg tablet
1140905608	zovirax cold sore 5% cream
1140909354	motifene 75mg e/c+m/r capsule
1140909366	infadrops 100mg/ml oral solution
1140909368	carvedilol
1140909398	rybarvin inhalant solution
1140909416	crystapen 1megaunit injection (pdr for recon)
1140909420	phospholine iodide 0.03% eye drops
1140909428	earex ear drops
1140909454	benzamycin topical gel
1140909462	clariteyes eye drops
1140909466	brol-eze eye drops
1140909468	oragard gel
1140909470	otex ear drops
1140909474	calpol six plus 250mg/5ml s/f suspension
1140909476	aller-eze clear tablet
1140909480	aspro clear maximum strength soluble tablet
1140909482	opticrom allergy eye drops
1140909484	hay-crom eye drops
1140909488	avoca 75% applicator
1140909490	avoca 95% applicator
1140909496	pepcid ac indigestion tablet
1140909500	tagamet 100 tablet
1140909504	ceftibuten
1140909530	zincosol 220mg effervescent tablet
1140909532	diaphine 5mg injection (pdr for recon)
1140909534	diaphine 10mg injection (pdr for recon)
1140909536	diaphine 30mg injection (pdr for recon)
1140909538	diaphine 100mg injection (pdr for recon)
1140909540	diaphine 500mg injection (pdr for recon)
1140909542	vidopen 250mg injection (pdr for recon)
1140909544	vidopen 500mg injection (pdr for recon)
1140909574	retrovir 200mg/20ml intravenous infusion
1140909578	losec 10mg capsule
1140909592	calcijex 1microgram/1ml injection
1140909656	cyclomin 50mg tablet
1140909658	cyclomin 100mg tablet
1140909674	cod liver oil capsule
1140909682	cedax 400mg capsule
1140909688	cedax 90mg/5ml oral suspension
1140909690	cedax 180mg/5ml oral suspension
1140909698	klaricid 500mg tablet
1140909702	sulfasalazine
1140909704	sodium picosulfate
1140909706	chlortalidone
1140909708	furosemide
1140909710	pentaerithrityl tetranitrate
1140909712	pentoxifylline
1140909716	penicillin g
1140909718	cefamandole
1140909720	n-acetylcysteine
1140909722	amipramizide
1140909724	amobarbital
1140909726	vitamin c product
1140909728	gold sodium thiomalate
1140909730	ditemic spansule
1140909732	dencyl spansule
1140909734	fortespan spansule
1140909742	iocare balanced salt solution
1140909746	rosoxacin
1140909748	methenamine hippurate
1140909750	azt - azidothymidine
1140909752	azidothymidine
1140909754	ribavirin
1140909766	multivitamins capsule
1140909770	acenocoumarol
1140909772	acetylsalicylic acid
1140909776	etamsylate
1140909780	colestyramine
1140909786	beclometasone
1140909788	sodium cromoglicate
1140909790	chlorphenamine
1140909792	alimemazine
1140909796	mecysteine
1140909798	clomethiazole
1140909800	flupentixol
1140909802	levomepromazine
1140909804	pipotiazine
1140909806	dosulepin
1140909812	methylphenobarbital
1140909814	lisuride
1140909816	trihexyphenidyl
1140909818	benzatropine
1140909844	ciclosporin
1140909848	diethylstilbestrol
1140909858	dextrose product
1140909864	azt - azathioprine
1140909870	retinol product
1140909872	vitamin b1 preparation
1140909874	vitamin b6 preparation
1140909876	calciferol
1140909878	vitamin d2
1140909880	hydroxycholecalciferol
1140909882	dihydroxycholecalciferol
1140909886	vitamin k1
1140909888	benorilate
1140909890	sulfinpyrazone
1140909892	eserine
1140909894	desoximetasone
1140909904	tri-iodothyronine product
1140909906	estropipate
1140909910	aveeno bath oil
1140909918	biosynthetic human growth hormone
1140909920	gonadotrophin-releasing hormone product
1140909922	gnrh - gonadotrophin-releasing hormone product
1140909924	lh-rh - gonadotrophin-releasing hormone
1140909926	thyrotrophin-releasing hormone
1140909928	trh - protirelin
1140909936	indometacin
1140909938	coc - combined oral contraceptives
1140909952	fludroxycortide
1140909954	acyclovir
1140909966	placidex 120mg/5ml liquid
1140909970	immune interferon
1140910026	zinc+castor oil cream bp
1140910036	mtx - methotrexate
1140910046	myciguent eye ointment
1140910052	medilave oral gel
1140910056	aaa mouth and throat spray
1140910058	neutrogena dermatological cream
1140910060	antraderm 1% waxstick
1140910062	antraderm forte 2% waxstick
1140910356	aminazine
1140910358	cpz - chlorpromazine
1140910360	biomycin
1140910368	paraffin-white soft
1140910370	meclastine
1140910372	chloramiphene
1140910374	clorazepate dipotassium
1140910376	methylmorphine
1140910382	cya - cyclosporin
1140910390	antrapurol
1140910392	chrysazin
1140910394	isocaramidine
1140910396	chologon
1140910398	triketocholanic acid
1140910402	diacetylmorphine
1140910404	digitalis
1140910406	prostaglandin e2 product
1140910416	ung emuls - ungentum emulsificans
1140910424	hc - hydrocortisone
1140910428	sa - salicylic acid
1140910436	feso4 - ferrous sulphate
1140910442	bzt - bendrofluazide
1140910444	pen g - benzylpenicillin
1140910446	parabromdylamine
1140910448	butethal
1140910450	disodium enoxolone
1140910456	chenic acid
1140910458	cdca - chenodeoxycholic acid
1140910464	pge2 - prostaglandin e2 product
1140910466	phenylpiperone
1140910468	ehdp - etidronate disodium
1140910470	dioctyl sodium sulphosuccinate
1140910484	cortisol product
1140910488	butylscopolamine bromide
1140910490	scopolamine butylbromide
1140910492	scopolamine
1140910494	b12 - hydroxocobalamin prep
1140910496	propionic acid-ibuprofen
1140910498	flu - influenza vaccine
1140910504	maoi - isocarboxazid
1140910506	ina - isoniazid
1140910508	inah - isoniazid
1140910510	sorbide nitrate
1140910512	ismo - isosorbide mononitrate
1140910516	l-dopa - levodopa
1140910518	t3 - liothyronine
1140910520	sodium liothyronine
1140910522	paraffin liquid
1140910524	ccnu - lomustine
1140910536	ethacrynate sodium
1140910538	cyclonamine
1140910540	epeg - etoposide
1140910548	iron sulphate
1140910550	5fu - fluorouracil
1140910552	folate product
1140910554	citrovorum factor
1140910558	fusidate sodium
1140910560	sodium ethacrynate
1140910562	gestonorone
1140910564	glybenclamide
1140910566	glyclizide
1140910570	nitroglycerin
1140910572	nitroglycerol
1140910574	jaguar gum
1140910576	guar flour
1140910586	apressinum
1140910596	6mp - mercaptopurine
1140910598	5asa - mesalazine
1140910600	aminosalicylic acid
1140910602	amidine
1140910604	phenadone
1140910606	alpha methyldopa
1140910608	methyl tyrosine
1140910610	pseudomonic acid
1140910612	hydantoin
1140910614	prindolol
1140910616	pyrazinobutazone
1140910620	aldadiene potassium
1140910622	pot can
1140910630	canrenoate potassium
1140910632	eptastatin
1140910634	deltahydrocortisone
1140910636	hexamidinum
1140910638	luteal hormone
1140910640	luteine
1140910642	diprazinum
1140910644	fenopraine
1140910646	trf - protirelin
1140910650	sennosides
1140910652	synvinolin
1140910654	velastatin
1140910656	sodabic
1140910658	bicarb
1140910660	monosodium carbonate
1140910662	baking soda
1140910664	benzoxazocine
1140910670	niacin
1140910674	ethinylnortestosterone
1140910678	azodisalicylic acid
1140910680	disodium azodisalicylic acid
1140910686	hydroxyphenylbutazone
1140910688	dihydroxyphenylisatin
1140910694	erynite
1140910696	nitropentaerythrol
1140910698	oil of peppermint
1140910700	meperidine
1140910704	maoi - phenelzine
1140910706	phenobarbital
1140910712	butadione
1140910714	phenylhydantoin
1140910720	soda bic
1140910726	disodium clodronate
1140910728	clodronate disodium
1140910730	cromoglycate
1140910732	cromoglycic acid
1140910734	disodium cromoglycate
1140910736	cromolyn sodium
1140910750	glycerol suppository
1140910754	polyacrylic acid
1140910766	nicorandil
1140910772	ikorel 10mg tablet
1140910776	cantassium vitamin b6 50mg tablet
1140910778	cantassium folic acid 400micrograms tablet
1140910780	cantassium vitamin e 200iu capsule
1140910794	picosulphate
1140910802	androstanazol
1140910804	indian tragacanth
1140910806	karaya
1140910810	salazosulfapyridine
1140910814	sodium thyroxine
1140910816	nebramycin factor vi
1140910818	butamidum
1140910820	maoi - tranylcypromine
1140910824	ursodesoxycholic acid
1140910826	udca - ursodeoxycholic acid
1140910828	adh - vasopressin
1140910830	antidiuretic hormone-vasopressin
1140910832	sodium warfarin
1140910854	l-carnitine product
1140910866	carnitine products
1140910870	hivid 0.75mg tablet
1140910872	hivid 0.375mg tablet
1140910876	fludarabine
1140910884	dovonex scalp solution
1140910894	ciproxin 400mg/200ml intravenous infusion
1140910904	expurhin paediatric linctus
1140910906	eumovate eye drops
1140910918	lotharin tablet
1140910926	carnitor 1g chewable tablet
1140910928	gamophase 40mg capsule
1140910968	zalcitabine
1140910976	lithonate 400mg m/r tablet
1140910980	expulin dry cough linctus
1140910986	alpha tocopheryl acetate 50iu/g cream
1140910988	vita-e cream
1140911060	quinagolide
1140911068	norprolac 25micrograms+50micrograms tablet starter pack
1140911086	ibuspray topical spray
1140911088	nifelease 20mg m/r tablet
1140911092	konsyl dex 3.4g/sachet powder
1140911096	medinol paediatric 120mg/5ml s/f suspension
1140911098	rheumacin la 75mg m/r capsule
1140911396	agiolax granules
1140911560	nambumetone
1140911572	eye-crom aqueous eye drops
1140911574	saline 0.9% nose drops
1140911576	vaseline dermacare cream 200ml
1140911578	ung cocois co
1140911598	saline 0.9% topical solution
1140911636	kalms tablet
1140911638	kelp+garlic product
1140911640	lecithin product
1140911642	tacrolimus
1140911658	imigran 50mg tablet
1140911662	frador tincture
1140911678	waterfall tablet
1140911680	starflower oil
1140911682	selenium ace tablet
1140911698	slozem 120mg m/r capsule
1140911708	estring 2mg(7.5micrograms/24hours) vaginal ring
1140911710	modaplate 25mg tablet
1140911714	kefadim 500mg injection (pdr for recon)
1140911716	kefadim 1g injection (pdr for recon)
1140911718	kefadim 2g injection (pdr for recon)
1140911720	kefadim 2g infusion (pdr for recon)
1140911728	beta-carotene product
1140911730	flax oil tablet
1140911732	garlic product
1140911734	ginkgo forte tablet
1140911736	ginseng product
1140911738	guarina sachet
1140911748	ibuprofen+menthol 5%/3% gel
1140911750	deep relief ibuprofen gel
1140911754	anadin tablet
1140911756	askit powder
1140911758	hedex tablet
1140911760	beechams powder
1140911762	lemsip sachet
1140911816	strepsils lozenge
1140911830	durogesic 25micrograms/hour patch
1140911832	durogesic 50micrograms/hour patch
1140911834	durogesic 75micrograms/hour patch
1140911836	durogesic 100micrograms/hour patch
1140911838	minogal 50 tablet
1140911840	minogal 100 tablet
1140911850	medised plain 120mg/5ml suspension
1140912210	polyfax ointment
1140912212	menophase tablet
1140912228	b12 - cyanocobalamin prep
1140912242	nivaquine 200mg/5ml injection
1140912244	chloroquine 200mg tablet
1140912246	chloroquine 68mg/5ml syrup
1140912250	sytron 27.5mg/5ml elixir
1140912778	polymyxin b sulphate+trimethoprim eye drops
1140912910	chloromycetin 1% eye ointment 4g
1140912912	minims chloramphenicol 0.5% single-use eye drops 0.5ml
1140912914	sno phenicol 0.5% eye drops 10ml
1140912994	polymyxin b + bacitracin 10,000/500units/g eye ointment 4g
1140912998	polymyxin + trimethoprim 10ku/0.5%/g eye ointment 4g
1140913038	colomycin topical powder 1g
1140913292	synalar 1:10 cream
1140913318	rhdnase
1140913322	etidronate disodium
1140916262	atovaquone
1140916268	wellvone 250mg tablet
1140916270	liquid paraffin+white soft paraffin 50%/50% ointment
1140916272	dithranol+salicylic acid+coal tar 0.11%/1.6%/1% ointment
1140916274	dithranol+salicylic acid 0.25%/1.6% scalp gel
1140916276	psorin scalp gel
1140916282	venlafaxine
1140916288	efexor 37.5mg tablet
1140916292	almodan 125mg/5ml sugar free syrup
1140916294	almodan 250mg/5ml sugar free syrup
1140916342	beta-blocker
1140916352	pixol bath and shower gel
1140916354	ailax suspension
1140916356	losartan
1140916362	cozaar half strength 25mg tablet
1140916426	dumicoat 50mg/g dental lacquer
1140916502	zinga 150mg capsule
1140916608	rozex 0.75% gel
1140916628	totaretic 50mg/12.5mg tablet
1140916654	neo-cortef ear drops 10ml
1140916656	neo-cortef eye ointment
1140916682	evening primrose oil
1140916684	pripsen 100mg chewable tablet
1140916730	sloprolol 80mg m/r capsule
1140916748	q-mazine 5mg/5ml syrup
1140916790	evorel 25 patch
1140916796	pripsen worm elixir
1140916806	meflam 250 capsule
1140916824	suprecur 150micrograms nasal spray
1140916830	normasol undine 0.9% eye irrigation solution
1140916832	timoped cream
1140916846	bactroban 2% nasal ointment
1140916866	ketocid 200 m/r capsule
1140916868	probeta la 160mg m/r capsule
1140916870	natramid 2.5mg tablet
1140916886	viraferon 10million iu/2ml injection solution
1140916888	viraferon 25million iu/5ml injection solution
1140916890	valaciclovir
1140916894	valtrex 500mg tablet
1140916930	calanif 5mg capsule
1140916948	e45 lotion
1140916950	nizoral 20mg/ml shampoo
1140916964	lioresal intrathecal 50micrograms/1ml injection
1140916966	lioresal intrathecal 10mg/5ml injection
1140916968	lioresal intrathecal 10mg/20ml injection
1140916980	zantac 75 tablet
1140916984	emulsifying soap
1140917020	ung merck
1140917034	airomir 100micrograms cfc-free inhaler
1140917056	kliofem tablet
1140917062	natrasleep tablet
1140917068	opumide 2.5mg tablet
1140917072	maximet sr 75mg m/r capsule
1140917074	fenoket 200mg m/r capsule
1140917076	lopranol la 160mg m/r capsule
1140917078	angeze 10mg tablet
1140917096	andrews liver salts powder
1140917106	hypostop dextrose gel
1140917114	alka-seltzer tablet
